_id,name_en,name_ru,name_uk
2209433,Lelekivka,Лелековка,Лелеківка
2209434,Buddetal,Стройдеталь,Буддеталь
2209439,Zroshuvalna,Оросительная,Зрошувальна
2209440,Studena,Студеная,Студена
2209445,Peredbuzhzhya,Предбужье,Передбужжя
2209452,Chornomorska,Черноморская,Чорноморська
2209455,Khatsky,Хацки,Хацьки
2209459,Verkhnozgar,Верхнезгарь,Верхньозгар
2209460,Stepanky Pp,Степанки Пп,Степанки Пп
2209462,Petrivka,Петровка,Петрівка
2209465,Yosypivka,Осиповка,Йосипівка
2209472,Husakove,Гусаково,Гусакове
2209474,Yemylivka,Емиловка,Ємилівка
2209479,Lenselyshche,Ленпоселок,Ленселище
2209482,Holovanivsk,Голованевск,Голованівськ
2209487,Butsenivka,Буценовка,Буценівка
2209489,Prudyanka,Прудянка,Прудянка
2209491,Torosove,Торосово,Торосове
2209492,Ustya,Устье,Устя
2209493,Hnadental,Гнаденталь,Гнаденталь
2209494,Kucherivka,Кучеровка,Кучерівка
2209495,Mekhedivka,Мехедовка,Мехедівка
2209499,Zhdanove,Жданова,Жданове
2209501,Chapayivka,Чапаевка,Чапаївка
2209506,Hrushka,Грушка,Грушка
2209508,Luhova,Луговая,Лугова
2209510,Kherson Skhidny,Херсон Восточный,Херсон Східний
2209511,Bershad,Бершадь,Бершадь
2209514,Stetsivka,Стецовка,Стецівка
2209515,Rozsishky,Россошки,Розсішки
2209516,Bohuslavets,Богуславец,Богуславець
2209517,Yevhenivka,Евгеньевка,Євгеніївка
2209518,Strokovy,Срочный,Срочний
2209519,Vasylkiv,Васильков,Васильків
2210001,Simferopol,Симферополь,Сімферополь
2210002,Temesh,Темеш,Темеш
2210003,Motor,Мотор,Мотор
2210015,Rozyizd 99 Km,,
2210020,Blahoslovinnya,Благословение,Благословіння
2210024,Tyshchenkovo,Тищенково,Тищенково
2210034,Plavni Vantazhni,Плавни Грузовые,Плавні-Вант. Парк
2210044,Ametkhan Sultan,Аметхан Султан,Аметхан Султан
2210045,Tekhnikum,Техникум,Технікум
2210074,Semysotka,Семисотка,Семисотка
2210117,,Раз'езд 142 Км,Роз'їзд 142 Км
2210119,Mezherichi,Межеричи,Межеричі
2210125,Horyayinove,Горяиново,Горяїнове
2210141,Kerch-Port,Керчь-Порт,Керч-Порт
2210150,Zaporizhzhya Vantazhne,Запорожье Грузовое,Запоріжжя-Вант.
2210169,Chonhar Op,Чонгар Оп,Чонгар Оп
2210187,Dzhymbuluk Op,Джимбулук Оп,Джимбулук Оп
2210193,,Раз'езд 123 Км,Роз'їзд 123 Км
2210197,,Раз'езд 107 Км,Роз'їзд 107 Км
2210199,Domakha Op,Домаха Оп,Домаха Оп
2210200,Dniprorudne,Днепрорудная,Дніпрорудне
2210203,Mamut,Мамут,Мамут
2210205,Kseniyivka Op,Ксеньевка Оп,Ксеніївка Оп
2210206,Petrove,Петрово,Петрове
2210207,,Раз'езд 11 Км,Роз'їзд 11 Км
2210210,Depo-Vuzol,Депо-Узел,Депо-Вузол
2210220,Pidmiska,Подгородная,Підміська
2210226,Platforma 159 Km,,
2210230,Kulebivka,Кулебовка,Кулебівка
2210240,Balabyne,Балабино,Балабине
2210242,Lankoskladalne Op,Звеносборочное Оп,Ланкоскладальне
2210243,Velyky Utlyuh,Большой Утлюг,Великий Утлюг
2210247,Utishne,Утешное,Утішне
2210249,Spokiy,Спокойствие,Спокій
2210250,Lyubymivka,Любимовка,Любимівка
2210251,Tersa,Терса,Терса
2210253,Diyivka,Диевка,Діївка
2210254,Bratske,Братское,Братське
2210257,Nikopolbud,Никопольстрой,Нікопольбуд
2210258,Zavialovka,Завяловка Рзд,Зав'ялівка
2210261,Novoblochna,Новоблочная,Новоблочна
2210263,Nyva-Trudova,Нива-Трудовая,Нива-Трудова
2210265,Khorosheve,Хорошево,Хорошеве
2210268,Kolhospka Rzd,Колгоспка Рзд,Колгоспка Рзд
2210269,Terpinnya,Терпение,Терпіння
2210270,Osetrivka Op,Осетровка Оп,Осетрівка Оп
2210271,Zhovti Vody 2,Желтые Воды 2,Жовті Води 2
2210272,Krutoyarka,Крутоярка,Крутоярка
2210276,Tashchenak,Тащенак,Тащенак
2210277,Lisozakhysna,Лесозащитная,Лісозахисна
2210280,Revun Op,Ревун Оп,Ревун Оп
2210282,Nyzyany,Низяны,Низяни
2210283,Zhemchuzhne,Жемчужное,Жемчужне
2210285,Vechirniy Kut,Вечерний Кут,Вечірний Кут
2210286,Kasynivka Op,Касиновка Оп,Касинівка Оп
2210287,Pravda,Правда,Правда
2210288,Mala Bilozerka,Малая Белозерка,Мала Білозерка
2210295,Krasnoshchokove,Краснощеково,Краснощокове
2210296,Chokrak Op,Чокрак Оп,Чокрак Оп
2210301,Popove,Попово,Попове
2210302,Voskobiynya,Воскобойня,Воскобійня
2210306,Zhestybud,Жестистрой,Жестибуд
2210307,Orlivshchyna,Орловщина,Орлівщина
2210309,Yurytsyne Op,Юрицино Оп,Юрицине Оп
2210311,Varvarivka,Варваровка,Варварівка
2210314,Vasylkivka,Васильковка,Васильківка
2210315,Kerchensky Zavod,Керченский Завод,Керченський Завод
2210319,Rzd 10 Km,Раз'езд 10Км,Роз'їзд 10Км
2210320,Bohemka,Богемка,Богемка
2210389,Hranove Op,Граново Оп,Гранове Оп
2210631,Kakhovske More,Каховское Море,Каховське Море
2210632,Enerhodar,Энергодар,Енергодар
2210670,Melitopol,Мелитополь,Мелітополь
2210671,Zachepylivka,Зачепиловка,Зачепилівка
2210672,Kilchen,Кильчень,Кільчень
2210673,Nyzhnodniprovsk,Нижнеднепровск,Нижньодніпровськ
2210674,Vilnohirsk,Вольногорск,Вільногірськ
2210675,Akymivka,Акимовка,Якимівка
2210676,Ihren,Игрень,Ігрень
2210677,Ilarionove,Илларионово,Іларіонове
2210678,Mineralna,Минеральная,Мінеральна
2210679,Ivkivka,Ивковка,Івківка
2210680,Kryvy Rih-Chervona,Кривой Рог-Червоная,Кривий Ріг-Червона
2210681,Slavhorod-Pivdenny,Славгород-Южный,Славгород-Півд.
2210682,Novohupalivka,Новогуполовка,Новогупалівка
2210683,Vilnyansk,Вольнянск,Вільнянськ
2210684,Lezhyne,Лежино,Лежине
2210685,Armyansk,Армянск,Армянськ
2210686,Rostushcha,Растущая,Ростуща
2210687,Kyrpotyne,Кирпотино,Кирпотине
2210688,Slavianka,Славянка,Слов'янка
2210689,Fisaky,Фисаки,Фісаки
2210690,Berdyansk,Бердянск,Бердянськ
2210691,Obshcha,Общая,Обща
2210692,Mala Tokmachka,Малая Токмачка,Мала Токмачка
2210693,Novokarlivka,Новокарловка,Новокарлівка
2210694,Chelyuskin,Челюскин,Челюскін
2210695,Verkhnodniprovsk,Верхнеднепровск,Верхньодніпровськ
2210696,Husarka,Гусарка,Гусарка
2210697,Bilmanka,Бельманка,Бельманка
2210698,Verkhniy Tokmak 2,Верхний Токмак 2,Верхній Токмак 2
2210699,Nelhivka,Нельговка,Нельгівка
2210700,Dnipro-Holovny,Днепр-Главный,Дніпро-Головний
2210701,Dnipro-Lotsmanska,Днепр-Лоцманская,Дніпро-Лоцманська
2210702,Synya Hora,Синяя Гора,Синя Гора
2210703,Kyrylivka,Кирилловка,Кирилівка
2210704,Haychur,Гайчур,Гайчур
2210705,Kirovska,Кировская,Кіровська
2210706,Mechetna,Мечетная,Мечетна
2210708,Stulneve,Стульнево,Стульневе
2210709,Molochansk,Молочанск,Молочанськ
2210710,Dzhankoy,Джанкой,Джанкой
2210711,Svitlodolynske,Светлодолинская,Світлодолинськ
2210712,Ukrayinska,Украинская,Українська
2210713,Plodorodna,Плодородие,Плодородна
2210714,Burchatsk,Бурчацк,Бурчацьк
2210715,Krasnoflotske,Краснофлотская,Краснофлотське
2210716,Plavni,Плавни,Плавні
2210717,Kankrynivka,Канкриновка,Канкринівка
2210718,Kushuhum,Кушугум,Кушугум
2210719,Prolotna,Пролетная,Прольотна
2210720,Kamianske-Pasazhyrske,Каменское-Пассажирское,Кам'янське-Пасажирське
2210722,Yefremivska,Ефремовская,Єфремівська
2210723,Poshtova,Почтовая,Поштова
2210724,Verkhnosadova *,Верхнесадовая *,Верхньосадова *
2210725,Marhanets,Марганец,Марганець
2210726,Mekenziyevi Hory *,Мекензиевы Горы *,Мекензієві Гори *
2210727,Pryberezhne,Прибрежная,Прибережне
2210728,Zaporizka Sich,Запорожская Сечь,Запорізька Січ
2210729,Yarka,Яркая,Ярка
2210730,Zaporizhzhya 2,Запорожье 2,Запоріжжя 2
2210731,Novofedorivka,Новофедоровка,Новофедорівка
2210732,Ostanine,Останино,Останіне
2210733,Inkerman 1 *,Инкерман 1 *,Інкерман 1 *
2210734,Prisnovodna,Пресноводная,Прісноводна
2210735,Nyzhnohirska,Нижнегорская,Нижньогірська
2210736,Chystopillya,Чистополье,Чистопілля
2210737,Baherove,Багерово,Багерове
2210738,Krym,Крым,Крим
2210739,Dnipro Odb,Днепр Одб,Дніпро Одб
2210740,Kerch,Керчь,Керч
2210741,Kantserivka,Канцеровка,Канцерівка
2210742,Tik,Ток,Тік
2210743,Baturynska,Батуринская,Батуринська
2210745,Ostryakove,Остряково,Острякове
2210746,Musiyivka,Моисеевка,Мусіївка
2210747,Mudrona,Мудреная,Мудрьона
2210748,Shmakove,Шмаково,Шмакове
2210749,,Раз'езд 137 Км,Роз'їзд 137 Км
2210750,Sevastopol,Севастополь,Севастополь
2210751,Zhovti Vody 1,Желтые Воды 1,Жовті Води 1
2210752,Kudashivka,Кудашевка,Кудашівка
2210753,Pereshchepyne,Перещепино,Перещепине
2210754,Pryvilne,Привольное,Привільне
2210755,Partyzany,Партизаны,Партизани
2210756,Riasna,Рясная,Рясна
2210757,Nezabudyne,Незабудино,Незабудине
2210758,Ulyanivka,Ульяновка,Улянівка
2210759,Yantseve,Янцево,Янцеве
2210760,Pavlohrad 1,Павлоград 1,Павлоград-1
2210761,Pysmenna,Письменная,Письменна
2210762,Pavlopillya,Павлополье,Павлопілля
2210763,Krasnopartyzanska,Краснопартизанская,Краснопартизанська
2210764,Chervony Skhid,Красный Восток,Червоний Схід
2210765,Krasnoperekopsk,Красноперекопск,Красноперекопськ
2210766,Ayvazovska,Айвазовская,Айвазовська
2210767,Aromatna,Ароматная,Ароматна
2210768,Zaporizhzhia-Kamianske,Запорожье-Каменское,Запоріжжя-Кам’янське
2210769,Petropavlivka,Петропавловка,Петропавлівка
2210770,Yevpatoriya-Kurort,Евпатория-Курорт,Євпаторія-Курорт
2210771,Loshkarivka,Лошкаревка,Лошкарівка
2210772,Bohuslavsky,Богуславский,Богуславський
2210773,Devladove,Девладово,Девладове
2210775,Sim Kolodyaziv,Семь Колодезей,Сім Колодязів
2210776,Buzivka,Бузовка,Бузівка
2210777,Kamysh-Zorya,Камыш-Заря,Комиш-Зоря
2210778,Vysun,Висунь,Висунь
2210779,Vyshnivetske,Вишневецкое,Вишнівецьке
2210780,Nikopol,Никополь,Нікополь
2210781,Vilne,Вольное,Вільне
2210783,Hrekuvata,Грековатая,Грекувата
2210784,Hubynykha,Губиниха,Губиниха
2210785,Tavriysk,Таврическ,Таврійськ
2210786,Jeltokamen,Желтокаменка,Жовтокам'янка
2210787,Erastivka,Эрастовка,Ерастівка
2210788,Shchebenochny,Щебеночный,Щебеневий
2210790,Novooleksiyivka,Новоалексеевка,Новоолексіївка
2210791,Zaytseve,Зайцево,Зайцеве
2210792,Kamen Pole,Каменное Поле Рзд,Кам'яне Поле
2210794,Kryvy Rih-Sortuvalny,Кривой Рог-Сортировочн,Кривий Ріг-Сорт.
2210795,Troyany,Трояны,Трояни
2210796,Myloradivka,Милорадовка,Милорадівка
2210797,Myrova,Мировая,Мирова
2210798,Nyzhnodniprovsk-Vuzol,Нижнеднепровск Узел,Нижньодніпровськ-Вузол
2210799,Mykolayvka-Donetska,Николаевка-Донецкая,Миколаївка-Донецька
2210800,Zaporizhzhya 1,Запорожье 1,Запоріжжя 1
2210801,Zaporizhzhya Live,Запорожье Левое,Запоріжжя Ліве
2210802,Obilna,Обильная,Обільна
2210803,Pavlohrad 2,Павлоград 2,Павлоград 2
2210804,Pakharivka,Пахаревка,Пахарівка
2210805,Azovska,Азовская,Азовська
2210806,Peredatna,Передаточная,Передаточна
2210807,Pichuhino,Пичугино,Пічугіно
2210808,Pidstepne,Подстепное,Підстепне
2210809,Pryvorot,Приворот,Приворот
2210810,Piatihatki,Пятихатки,П'ятихатки
2210811,Radushna,Радушная,Радушна
2210812,Rozdory,Раздоры,Роздори
2210813,Vidradna,Отрадная,Відрадна
2210814,Ryadova,Рядовая,Рядова
2210815,Verkhivtseve,Верховцево,Верхівцеве
2210816,Savro,Савро,Савро
2210817,Saksahan,Саксагань,Саксагань
2210818,Salkove,Сальково,Салькове
2210819,Samarivka,Самаровка,Самарівка
2210820,Urozhayna,Урожайная,Урожайна
2210821,Samiylivka,Самойловка,Самійлівка
2210822,Syvash,Сиваш,Сиваш
2210823,Syren,Сирень,Сирень
2210824,Solone Ozero,Соленое Озеро,Солоне Озеро
2210825,Heykivka,Гейковка,Гейківка
2210826,Surske,Сурское,Сурське
2210827,Sukhachivka,Сухачевка,Сухачівка
2210828,Krasny Zabiynyk,Красный Забойщик,Красний Забійник
2210829,Berda,Берда,Берда
2210830,Apostolove,Апостолово,Апостолове
2210831,Dniprobud 2,Днепрострой 2,Дніпробуд 2
2210832,Orikhivska,Ореховская,Оріхівська
2210833,Henichesk,Геническ,Генічеськ
2210834,Kryvy Rih-Zakhidny,Кривой Рог-Западный,Кривий Ріг-Зах.
2210835,im. Anatoliya Alimova,им. Анатолия Алимова,ім. Анатолія Алімова
2210837,Storozheve,Сторожевое,Сторожеве
2210839,Zustrichny,Встречный,Зустрічний
2210840,Rokuvata,Роковатая,Рокувата
2210842,Piatihat St,Пятихатки Стыковая,П'ятихатки-Стик.
2210843,Branne Pole,Бранное Поле,Бранне Поле
2210844,Chystenka,Чистенькая,Чистенька
2210845,Pryshyb,Пришиб,Пришиб
2210846,Samokhvalove,Самохвалово,Самохвалове
2210847,Razd.punkt 373 Km,Розд.пункт 373 Км,Разд.пункт 373 Км
2210848,Lebiaje,Лебяжье,Леб'яже
2210849,Krasny Shakhtar,Красный Шахтер,Красний Шахтар
2210850,Polohy,Пологи,Пологи
2210855,Sokolohirne,Сокологорное,Сокологірне
2210860,Saky,Саки,Саки
2210865,Velyky Tokmak,Большой Токмак,Великий Токмак
2210870,Chortomlyk,Чертомлык,Чортомлик
2210875,Yelyzavetivka,Елизаветовка,Єлізаветівка
2210880,Feodosiya,Феодосия,Феодосія
2210885,Mahedove,Магедово,Магедове
2210890,Elevatorna,Элеваторная,Елеваторна
2210895,Bakhchysaray,Бахчисарай,Бахчисарай
2210896,Poltavka Kryvorizka,Полтавка Криворожская,Полтавка Криворізька
2210897,Inhulets,Ингулец,Інгулець
2210900,Kryvy Rih-Holovny,Кривой Рог-Главный,Кривий Ріг-Гол.
2210904,Sonechko,Солнышко,Сонечко
2210905,Novovesela,Нововеселая,Нововесела
2210907,Prospektna,Проспектная,Проспектна
2210908,Tunelna,Тоннельная,Тунельна
2210910,Novomoskovsk Dniprovsk,Новомосковск Днепровск,Новомосковськ-Дн
2210920,Synelnykove-1,Синельниково-1,Синельникове-1
2210930,Chaplyne,Чаплино,Чаплине
2210934,Pototske,Потоцкое,Потоцьке
2210935,Hulyaypole,Гуляй-Поле,Гуляйполе
2210936,Sorokopanivka,Сорокопановка,Сорокопанівка
2210937,Adamivske,Адамовское,Адамівське
2210938,Polivsky,Полевский,Полівський
2210940,Synelnykove 2,Синельниково 2,Синельникове 2
2210945,Bozhedarivka,Божедаровка,Божедарівка
2210950,Vladyslavivka,Владиславовка,Владиславівка
2210955,Verkhniy Tokmak 1,Верхний Токмак 1,Верхній Токмак 1
2210958,Sudynska Balka,Судинская Балка,Судинська Балка
2210960,Fedorivka,Федоровка,Федорівка
2210965,Voyinka,Воинка,Воїнка
2210966,,Раз'езд 18 Км,Роз'їзд 18 Км
2210968,Berezanivka,Березановка,Березанівка
2210969,Balivka,Баловка,Балівка
2210970,Kamianske -Livoberezhne,Каменское-Левобережное,Кам'янське-Лівобережне
2210982,Voytsekhove,Войцехово,Войцехове
2210983,Krasnopillya,Краснополье,Краснопілля
2210984,Obvidna,Обводная,Обвідна
2210985,Kholodylna,Холодильная,Холодильна
2210986,Shynny,Шинный,Шинний
2210987,Myrny,Мирный,Мирний
2210988,Orlyanka,Орлянка,Орлянка
2210994,Karnaukhivka,Карнауховка,Карнаухівка
2210999,Terny,Терны,Терни
2213800,Yalta,Ялта,Ялта
2213801,Alushta,Алушта,Алушта
2213802,Sudak,Судак,Судак
2213803,Planerske,Планерское,Планерське
2214000,Donetsk,Донецк,Донецьк
2214002,Miluvatka,Меловатка,Мілуватка
2214003,Shchebrets,Щебрец,Щебрець
2214004,Perelisky,Перелески,Переліски
2214005,Obh.punkt 347 Km,Обг.пункт 347 Км,
2214006,Zhelanna,Желанная,Желанна
2214007,Novososnivsky,Новососновский,Новососнівський
2214008,Kreminne,Кременное,Кремінне
2214009,Prosyana,Просяная,Просяна
2214010,Yasynuvata Pas.,Ясиноватая Пасс.,Ясинувата Пас.
2214011,Demuryne,Демурино,Демурине
2214012,Krasnorichenska,Краснорецкая,Красноріченська
2214013,Mezhova,Межевая,Межова
2214014,Udachna,Удачная,Удачна
2214015,Hrodivka,Гродовка,Гродівка
2214016,Zhytlivka,Житловка,Житлівка
2214017,Zabirkine,Забиркино,Забіркіне
2214018,Yuny,Юный,Юний
2214020,Lyman,Лиман,Лиман
2214023,Rutchenkove,Рутченково,Рутченкове
2214024,Mandrykyne,Мандрыкино,Мандрикине
2214025,Dolya,Доля,Доля
2214026,Uchnivsky,Ученический,Учнівський
2214027,Nizhnyansky,Нежнянский,Ніжнянський
2214030,Mykytivka,Никитовка,Микитівка
2214031,Demenkove,Деменково,Деменкове
2214034,Yasynuvata,Ясиноватая,Ясинувата
2214036,Kokhana,Кохана,Кохана
2214037,Yasynuvata-Hirka,Ясиноватая-Горка,Ясинувата-Гірка
2214038,Donetsk-Pivnichn,Донецк-Сев,Донецьк-Північн
2214039,Avdiyivka,Авдеевка,Авдіївка
2214040,Slaviansk,Славянск,Слов'янськ
2214041,Ocheretyne,Очеретино,Очеретине
2214042,Blok-Post 1164 Km,,
2214043,Blyznyuky,Близнецы,Близнюки
2214044,Dubove,Дубово,Дубове
2214045,Havrylivka,Гавриловка,Гаврилівка
2214046,Yazykove,Языково,Язиково
2214047,Barvinkove,Барвенково,Барвінкове
2214048,Husarivka,Гусаровка,Гусарівка
2214049,Bantysheve,Бантышево,Бантишеве
2214050,Pokrovsk,Покровск,Покровськ
2214051,Shydlovska,Шидловская,Шидлівська
2214052,Svatove,Сватово,Сватове
2214053,Mashchormet,Машчермет,Машчормет
2214054,Slavkurort,Славянский Курорт,Слов'янський Курорт
2214057,Plasty,Пласты,Пласти
2214058,Forpostna,Форпостная,Форпостна
2214059,Novoselivka,Новоселовка,Новоселівка
2214060,Lysychansk,Лисичанск,Лисичанськ
2214061,Novohrodivka,Новогродовка,Новогродівка
2214062,Yalynkovy,Елочный,Ялинковий
2214063,Svyatohirsk,Святогорск,Святогірськ
2214065,Elektrychna,Электрическая,Электрична
2214066,Yampil,Ямполь,Ямпіль
2214067,Prylezhny,Прилежный,Прилежний
2214068,Siversk,Северск,Сіверськ
2214069,Blok-Post 6 Km,,
2214070,Stakhanov,Стаханов,Стаханов
2214071,Zovna,Зовная,Зовна
2214072,Rozdolivka,Раздоловка,Роздолівка
2214073,Sil,Соль,Сіль
2214074,Shevchenko,Шевченко,Шевченко
2214075,Maloilshivska,Малоильшевская,Малоільшевська
2214076,Tomashevsky Rzd,Томашевський Рзд,Томашевський Рзд
2214077,Novodruzhevskaya,Новодружевская,Новодружевская
2214078,Bayrak,Байрак,Байрак
2214080,Rodakove,Родаково,Родакове
2214081,Klishchiyivka,Клещеевка,Кліщіївка
2214082,Kurdyumivka,Курдюмовка,Курдюмівка
2214083,Mayorska,Майорская,Майорська
2214086,Rozyizd 2 Km,Разъезд 2 Км,
2214087,Rozyizd 3 Km,,
2214088,Shpychkyne,Шпичкино,Шпичкине
2214089,Druzhkivka,Дружковка,Дружківка
2214090,Komunarsk,Коммунарск,Комунарськ
2214091,Kindrativka,Кондратьевка,Кіндратівка
2214092,Kypucha,Кипучая,Кипуча
2214093,Pleshchiyivka,Плещеевка,Плещіївка
2214094,Kryvy Torets,Кривой Торец,Кривий Торець
2214095,Fenolna,Фенольная,Фенольна
2214096,Skotovata,Скотоватая,Скотовата
2214097,Alebastrova,Алебастровая,Алебастрова
2214098,Dyliyivka,Дылеевка,Диліївка
2214099,Mahdalynivka,Магдалиновка,Магдалинівка
2214100,Rozyizd 4 Km,,
2214101,Hirnyk,Горняк,Гірник
2214105,Terykonna,Терриконная,Териконна
2214106,Novy Yunkom,Новый Юнком,Новий Юнком
2214107,Bunkerna,Бункерная,Бункерна
2214108,Khrypkove,Хрипково,Хрипкове
2214109,Kabanne,Кабанье,Кабаннє
2214110,Kramatorsk,Краматорск,Краматорськ
2214111,Bunchuzhny,Бунчужный,Бунчужний
2214112,Volodyne,Володино,Володине
2214113,Rubizhne,Рубежное,Рубіжне
2214114,Nasvitevych,Насветевич,Насвітевич
2214115,Pereyizna,Переездная,Переїзна
2214116,Vovchoyarska,Волчеярская,Вовчоярська
2214117,Loskutivka,Лоскутовка,Лоскутівка
2214118,Venherivka,Венгеровка,Венгерівка
2214119,Svitlanove,Светланово,Світланове
2214121,Syfonna,Сифонная,Сифонна
2214123,Sentyanivka,Сентяновка,Сентянівка
2214124,Khoroshe,Хорошее,Хороше
2214125,Zymohirya,Зимогорье,Зимогір'я
2214127,Komyshuvakha,Камышеваха,Комишуваха
2214128,Nyrkove,Нырково,Ниркове
2214129,Vyimka,Выемка,Виїмка
2214131,Popasna 2,Попасная 2,Попасна 2
2214132,Rovenky,Ровеньки,Ровеньки
2214133,Holubivka,Голубовка,Голубівка
2214134,Pervomaysk,Первомайск,Первомайськ
2214135,Teplohirsk,Теплогорск,Теплогірськ
2214136,Lomuvatka,Ломоватка,Ломуватка
2214137,Starobilsk,Старобельск,Старобільськ
2214139,Marevka,Марьевка,Мар'ївка
2214140,Kostyantynivka,Константиновка,Костянтинівка
2214142,Vynohradnyky,Виноградники,Виноградники
2214143,Polovynkyne,Половинкино,Половинкине
2214144,Pluhatarivka,Плугатаровка,Плугатарівка
2214145,Peremozhny,Переможный,Переможний
2214146,Shtormove,Штормово,Штормове
2214147,Marsivsky,Марсовский,Марсівський
2214148,Novy Aydar,Новый Айдар,Новий Айдар
2214150,Manuyilivka,Мануиловка,Мануїлівка
2214151,Bakhmutivka,Бахмутовка,Бахмутівка
2214152,Krasnoozerivka,Красноозеровка,Красноозерівка
2214154,Rozsadnyk,Питомник,Розсадник
2214155,Horodniy,Огородный,Городній
2214156,Teplivsky,Тепловский,Теплівський
2214157,Tranzytny,Транзитный,Транзитний
2214158,Kindrashivska Nova,Кондрашевская Новая,Кіндрашівська Нова
2214159,Kindrashivska,Кондрашевская,Кіндрашівська
2214160,Krasnodon,Краснодон,Краснодон
2214161,Vilkhova,Ольховая,Вільхова
2214162,Verhunka,Вергунка,Вергунка
2214164,im. Kashparova,им. Кашпарова,ім. Кашпарова
2214165,Tekhnikum,Техникум,Технікум
2214166,Milova,Меловая,Мілова
2214167,Lotykove,Лотиково,Лотикове
2214168,Slavianoser,Славяносербск,Слов'яносербськ
2214169,Tserkovny,Церковный,Церковний
2214170,Yenakiyeve,Енакиево,Єнакієве
2214171,Baronska,Баронская,Баронська
2214172,Zbirna,Сборная,Збірна
2214173,Vrubivka,Врубовка,Врубівка
2214174,Lutuhyne,Лутугино,Лутугине
2214175,Hlafirivka,Глафировка,Глафірівка
2214176,Prystinok,Пристенок,Пристінок
2214177,Simeykyne,Семейкино,Сімейкине
2214178,Uralo-Kavkazka,Урало-Кавказская,Урало-Кавказька
2214180,Bahmut,Бахмут,Бахмут
2214182,Mikrorayon Sonyachny,Микрорайон Солнечный,Мікрорайон Сонячний
2214187,Luhansk-Pivnichny,Луганск-Северный,Луганськ-Північний
2214188,Enerhetychny,Энергетический,Енергетичний
2214190,Vuhlehirsk,Углегорск,Вуглегірськ
2214191,Borzhykivka,Боржиковка,Боржиківка
2214192,Depreradivka,Депрерадовка,Депрерадівка
2214193,Chornukhyne,Чернухино,Чорнухине
2214194,Fashchivka,Фащевка,Фащівка
2214195,Komendantska,Комендантская,Комендантська
2214196,Petrovenky,Петровеньки,Петровеньки
2214198,Shterivka,Штеровка,Штерівка
2214200,Luhansk,Луганск,Луганськ
2214201,Kovpakove,Колпаково,Ковпакове
2214202,Shchotove,Щетово,Щотове
2214203,Bulavyn,Булавин,Булавин
2214204,Lobivski Kopalni,Лобовские Копи,Лобівські Копальні
2214205,Kartushyne,Картушино,Картушине
2214206,Darevka,Дарьевка,Дар'ївка
2214207,Valyanivsky,Вальяновский,Валянівський
2214208,Krasna Mohyla,Красная Могила,Красна Могила
2214209,Post 109 Km,Пост 109 Км,Пост 109 Км
2214210,Debaltseve,Дебальцево,Дебальцеве
2214211,Ridkodub,Редкодуб,Рідкодуб
2214212,Nikishyne,Никишино,Нікішине
2214213,Kumshatsky,Кумшацкий,Кумшацький
2214214,Rozsypna,Рассыпная,Розсипна
2214215,Pelahiyivsky,Пелагеевский,Пелагіївський
2214217,Livenka,Ливенка,Лівенка
2214218,Torez,Торез,Торез
2214219,Ryasne,Рясное,Рясне
2214220,Popasna,Попасная,Попасна
2214222,Tsukurykha,Цукуриха,Цукуриха
2214224,Bp Petrunky,Бп Петруньки,Бп Петруньки
2214226,Laryne,Ларино,Ларине
2214228,Zoloti Prudy,Золотые Пруды,Золоті Пруди
2214230,Volnovakha,Волноваха,Волноваха-Пас.
2214231,Panteleymonivka,Пантелеймоновка,Пантелеймонівка
2214232,Shlyakhoprovid,Путепровод,Шляхопровід
2214233,Krynychna,Криничная,Кринична
2214234,Volyntseve,Волынцево,Волинцеве
2214235,Izvaryne,Изварино,Ізварине
2214236,Shchebenka,Щебенка,Щебенка
2214237,Dekonska,Деконская,Деконська
2214238,Monakhove,Монахово,Монахове
2214239,Nimchyne,Немчино,Німчине
2214240,Horlivka,Горловка,Горлівка
2214241,Skosyrska,Скосырская,Скосирська
2214242,Orlova Sloboda,Орлова Слобода,Орлова Слобода
2214243,Soroche,Сорочье,Сороче
2214244,Postnykove,Постниково,Постникове
2214245,Kuteynykove,Кутейниково,Кутейникове
2214246,Stupky,Ступки,Ступки
2214247,Amvrosiyivka,Амвросиевка,Амвросіївка
2214248,Kvashyne,Квашино,Квашине
2214249,Post 120 Km,Пост 120 Км,Пост 120 Км
2214250,Ilovaysk,Иловайск,Іловайськ
2214251,Dolomit,Доломит,Доломіт
2214252,Kudryavka,Кудрявка,Кудрявка
2214254,Artemivsk 1,Артемовск 1,Артемівськ 1
2214257,Serdyte,Сердитая,Сердите
2214258,Rodynska,Родинская,Родинська
2214259,Voskresenska,Воскресенская,Воскресенська
2214260,Khanzhenkove,Ханженково,Ханженкове
2214263,Roty,Роты,Роти
2214264,Olenivka,Еленовка,Оленівка
2214266,Pivdennodonbaska,Южнодонбасская,Південнодонбаська
2214267,Velyko-Anadol,Велико-Анадоль,Велико-Анадоль
2214268,Dovzhanska,Должанская,Довжанська
2214269,Tavla,Тавла,Тавла
2214270,Khartsyzk,Харцызск,Харцизьк
2214271,Karan,Карань,Карань
2214272,Kichyksu,Кичиксу,Кічиксу
2214273,Kalchyk,Кальчик,Кальчик
2214274,Aslanove,Асланово,Асланове
2214275,Sartana,Сартана,Сартана
2214278,Khlibodarivka,Хлебодаровка,Хлібодарівка
